Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Alpine Ski House,400,77.9%,18.1,3.3,16.4%,2026-02-15 00:00:00
Alpine Ski House,403,59.5%,18.6,3.3,15.2%,2026-02-22 00:00:00
Alpine Ski House,407,77.4%,21.1,3.5,13.8%,2026-03-01 00:00:00
Trey Research,91,27.3%,2.6,1.0,,2025-03-30 00:00:00
Trey Research,91,35.2%,4.6,0.5,,2025-04-06 00:00:00
Trey Research,92,25.5%,2.3,0.8,,2025-04-13 00:00:00
Trey Research,93,28.2%,2.1,1.0,,2025-04-20 00:00:00
Trey Research,94,35.5%,5.2,1.3,,2025-04-27 00:00:00
Trey Research,95,18.3%,2.6,1.4,,2025-05-04 00:00:00
Trey Research,96,24.8%,1.9,1.2,,2025-05-11 00:00:00
Trey Research,97,27.1%,4.1,1.6,,2025-05-18 00:00:00
Trey Research,98,33.0%,4.2,0.6,,2025-05-25 00:00:00
Trey Research,99,34.2%,3.1,0.8,,2025-06-01 00:00:00
Trey Research,100,18.8%,2.1,1.1,,2025-06-08 00:00:00
Trey Research,101,23.8%,4.4,1.3,,2025-06-15 00:00:00
Trey Research,102,21.8%,3.2,0.9,,2025-06-22 00:00:00
Trey Research,102,31.2%,4.1,0.8,,2025-06-29 00:00:00
Trey Research,103,20.7%,4.8,1.3,,2025-07-06 00:00:00
Trey Research,104,26.5%,4.4,0.8,,2025-07-13 00:00:00
Trey Research,105,40.8%,12.3,1.7,5.5%,2025-07-20 00:00:00
Trey Research,106,55.3%,9.9,1.8,7.1%,2025-07-27 00:00:00
Trey Research,107,46.9%,11.4,2.0,5.9%,2025-08-03 00:00:00
Trey Research,108,47.4%,11.4,1.4,5.2%,2025-08-10 00:00:00
Trey Research,109,41.5%,10.5,2.5,4.6%,2025-08-17 00:00:00
Trey Research,110,39.1%,7.5,2.0,7.9%,2025-08-24 00:00:00
Trey Research,111,50.9%,10.6,2.0,3.7%,2025-08-31 00:00:00
Trey Research,112,38.4%,8.9,2.1,7.1%,2025-09-07 00:00:00
Trey Research,113,55.7%,6.5,2.1,4.9%,2025-09-14 00:00:00
Trey Research,113,36.0%,10.2,2.0,3.6%,2025-09-21 00:00:00
Trey Research,114,51.0%,5.9,2.5,4.2%,2025-09-28 00:00:00
Trey Research,115,47.2%,11.5,2.1,6.1%,2025-10-05 00:00:00
Trey Research,116,42.4%,12.1,1.9,6.4%,2025-10-12 00:00:00
Trey Research,117,58.8%,10.6,2.3,6.5%,2025-10-19 00:00:00
Trey Research,118,56.2%,9.8,2.3,6.1%,2025-10-26 00:00:00
Trey Research,119,46.2%,11.5,2.3,3.5%,2025-11-02 00:00:00
Trey Research,120,43.8%,7.7,1.6,3.7%,2025-11-09 00:00:00
Trey Research,121,37.4%,6.4,1.8,5.7%,2025-11-16 00:00:00
Trey Research,122,58.5%,6.7,1.7,7.4%,2025-11-23 00:00:00
Trey Research,123,35.1%,8.6,2.0,7.2%,2025-11-30 00:00:00
Trey Research,124,70.9%,18.9,3.9,14.8%,2025-12-07 00:00:00
Trey Research,124,77.6%,20.1,3.6,12.1%,2025-12-14 00:00:00
Trey Research,125,80.4%,23.1,3.3,14.6%,2025-12-21 00:00:00
Trey Research,126,81.0%,17.5,3.9,12.9%,2025-12-28 00:00:00
Trey Research,127,61.1%,23.2,3.3,18.1%,2026-01-04 00:00:00
Trey Research,128,80.6%,19.2,3.3,18.5%,2026-01-11 00:00:00
Trey Research,129,76.7%,22.6,3.5,18.4%,2026-01-18 00:00:00
Trey Research,130,62.9%,18.4,3.8,17.5%,2026-01-25 00:00:00
Trey Research,131,69.2%,16.9,3.1,12.8%,2026-02-01 00:00:00
Trey Research,132,61.7%,24.2,3.0,13.5%,2026-02-08 00:00:00
Trey Research,133,63.2%,24.7,3.4,15.7%,2026-02-15 00:00:00
Trey Research,134,58.2%,18.6,3.0,15.4%,2026-02-22 00:00:00
Trey Research,135,74.0%,21.0,3.4,19.5%,2026-03-01 00:00:00
School of Fine Arts,126,30.5%,3.2,0.6,,2025-03-30 00:00:00
School of Fine Arts,127,32.7%,5.4,1.0,,2025-04-06 00:00:00
School of Fine Arts,128,34.7%,2.9,1.1,,2025-04-13 00:00:00
School of Fine Arts,130,22.8%,4.3,1.2,,2025-04-20 00:00:00
School of Fine Arts,131,31.3%,3.6,0.8,,2025-04-27 00:00:00
School of Fine Arts,133,20.6%,2.3,1.2,,2025-05-04 00:00:00
School of Fine Arts,134,26.9%,4.6,0.8,,2025-05-11 00:00:00
School of Fine Arts,136,23.6%,2.8,1.3,,2025-05-18 00:00:00
School of Fine Arts,137,34.5%,3.4,0.8,,2025-05-25 00:00:00
School of Fine Arts,139,22.7%,5.4,1.5,,2025-06-01 00:00:00
School of Fine Arts,140,22.9%,2.9,1.3,,2025-06-08 00:00:00
School of Fine Arts,142,29.8%,3.5,1.4,,2025-06-15 00:00:00
School of Fine Arts,143,33.9%,4.8,1.2,,2025-06-22 00:00:00
School of Fine Arts,145,30.0%,4.1,0.7,,2025-06-29 00:00:00
School of Fine Arts,146,25.0%,3.2,0.6,,2025-07-06 00:00:00
School of Fine Arts,148,24.3%,3.3,1.3,,2025-07-13 00:00:00
School of Fine Arts,149,48.9%,9.9,2.3,7.2%,2025-07-20 00:00:00
School of Fine Arts,151,58.9%,6.6,1.9,6.9%,2025-07-27 00:00:00
School of Fine Arts,152,54.9%,8.2,2.6,7.0%,2025-08-03 00:00:00
School of Fine Arts,154,46.2%,6.3,1.7,6.7%,2025-08-10 00:00:00
School of Fine Arts,155,49.8%,9.5,2.1,5.1%,2025-08-17 00:00:00
School of Fine Arts,157,53.1%,8.4,1.8,3.5%,2025-08-24 00:00:00
School of Fine Arts,158,52.1%,10.1,2.3,6.0%,2025-08-31 00:00:00
School of Fine Arts,160,44.1%,10.3,2.1,7.4%,2025-09-07 00:00:00
School of Fine Arts,161,41.9%,11.4,1.4,5.5%,2025-09-14 00:00:00
School of Fine Arts,162,36.4%,10.9,2.1,3.9%,2025-09-21 00:00:00
School of Fine Arts,164,56.1%,6.6,1.5,6.9%,2025-09-28 00:00:00
School of Fine Arts,165,43.2%,9.9,1.7,7.3%,2025-10-05 00:00:00
School of Fine Arts,167,48.1%,9.9,2.4,3.3%,2025-10-12 00:00:00
School of Fine Arts,168,45.5%,6.5,2.0,3.1%,2025-10-19 00:00:00
School of Fine Arts,170,50.0%,10.1,2.0,7.1%,2025-10-26 00:00:00
School of Fine Arts,171,36.6%,10.6,1.8,4.1%,2025-11-02 00:00:00
School of Fine Arts,173,52.3%,8.7,1.8,6.5%,2025-11-09 00:00:00
School of Fine Arts,174,53.2%,7.0,2.3,5.7%,2025-11-16 00:00:00
School of Fine Arts,176,46.8%,8.2,1.9,3.5%,2025-11-23 00:00:00
School of Fine Arts,177,52.9%,10.2,2.2,7.6%,2025-11-30 00:00:00
School of Fine Arts,179,72.6%,18.0,3.6,13.0%,2025-12-07 00:00:00
School of Fine Arts,180,81.3%,17.2,3.6,17.5%,2025-12-14 00:00:00
School of Fine Arts,182,77.4%,18.5,3.0,14.5%,2025-12-21 00:00:00
School of Fine Arts,183,67.3%,23.5,4.1,16.9%,2025-12-28 00:00:00
School of Fine Arts,185,77.5%,15.6,3.0,14.9%,2026-01-04 00:00:00
School of Fine Arts,186,76.1%,15.9,3.0,17.8%,2026-01-11 00:00:00
School of Fine Arts,188,62.7%,24.7,3.9,12.7%,2026-01-18 00:00:00
School of Fine Arts,189,61.9%,15.5,3.3,18.4%,2026-01-25 00:00:00
School of Fine Arts,191,62.2%,16.0,3.1,19.6%,2026-02-01 00:00:00
School of Fine Arts,192,78.2%,22.7,3.3,12.8%,2026-02-08 00:00:00
School of Fine Arts,194,73.0%,24.7,2.7,14.4%,2026-02-15 00:00:00
School of Fine Arts,195,82.5%,22.1,3.9,18.3%,2026-02-22 00:00:00
School of Fine Arts,197,69.6%,22.9,3.5,17.4%,2026-03-01 00:00:00
VanArsdel Ltd,68,28.0%,5.3,0.9,,2025-03-30 00:00:00
VanArsdel Ltd,68,21.4%,4.0,1.4,,2025-04-06 00:00:00
VanArsdel Ltd,69,29.6%,3.4,1.2,,2025-04-13 00:00:00
VanArsdel Ltd,70,31.5%,4.5,1.4,,2025-04-20 00:00:00
VanArsdel Ltd,71,35.1%,3.9,1.0,,2025-04-27 00:00:00
VanArsdel Ltd,72,28.0%,4.4,0.5,,2025-05-04 00:00:00
VanArsdel Ltd,73,30.3%,2.6,0.8,,2025-05-11 00:00:00
VanArsdel Ltd,74,23.1%,4.8,1.1,,2025-05-18 00:00:00
VanArsdel Ltd,75,25.7%,2.1,0.6,,2025-05-25 00:00:00
VanArsdel Ltd,76,26.6%,4.1,0.9,,2025-06-01 00:00:00
VanArsdel Ltd,77,28.7%,2.2,0.8,,2025-06-08 00:00:00
VanArsdel Ltd,78,26.8%,3.2,0.7,,2025-06-15 00:00:00
VanArsdel Ltd,79,23.5%,3.4,0.7,,2025-06-22 00:00:00
VanArsdel Ltd,79,28.0%,4.1,1.1,,2025-06-29 00:00:00
VanArsdel Ltd,80,24.0%,4.2,1.3,,2025-07-06 00:00:00
VanArsdel Ltd,81,33.2%,2.4,0.6,,2025-07-13 00:00:00
VanArsdel Ltd,82,59.4%,12.0,1.7,7.6%,2025-07-20 00:00:00
VanArsdel Ltd,83,59.1%,7.7,1.4,5.0%,2025-07-27 00:00:00
VanArsdel Ltd,84,49.4%,8.9,2.0,7.0%,2025-08-03 00:00:00
VanArsdel Ltd,85,52.9%,11.7,2.0,6.4%,2025-08-10 00:00:00
VanArsdel Ltd,86,40.8%,7.9,1.6,3.3%,2025-08-17 00:00:00
VanArsdel Ltd,87,35.7%,11.4,2.1,6.4%,2025-08-24 00:00:00
VanArsdel Ltd,88,55.7%,11.3,2.0,7.0%,2025-08-31 00:00:00
VanArsdel Ltd,89,42.0%,6.2,1.9,7.5%,2025-09-07 00:00:00
VanArsdel Ltd,90,56.0%,7.1,2.4,3.2%,2025-09-14 00:00:00
VanArsdel Ltd,90,50.2%,6.1,2.4,4.1%,2025-09-21 00:00:00
VanArsdel Ltd,91,42.7%,7.1,2.3,6.7%,2025-09-28 00:00:00
VanArsdel Ltd,92,37.8%,9.0,2.5,6.6%,2025-10-05 00:00:00
VanArsdel Ltd,93,48.6%,10.6,1.5,5.5%,2025-10-12 00:00:00
VanArsdel Ltd,94,53.3%,7.5,2.0,7.2%,2025-10-19 00:00:00
VanArsdel Ltd,95,39.4%,8.8,2.5,3.8%,2025-10-26 00:00:00
VanArsdel Ltd,96,51.3%,6.3,2.1,7.2%,2025-11-02 00:00:00
VanArsdel Ltd,97,55.9%,10.4,2.0,6.3%,2025-11-09 00:00:00
VanArsdel Ltd,98,51.0%,11.5,2.5,5.9%,2025-11-16 00:00:00
VanArsdel Ltd,99,51.7%,9.1,1.7,6.6%,2025-11-23 00:00:00
VanArsdel Ltd,100,51.3%,5.9,1.9,5.7%,2025-11-30 00:00:00
VanArsdel Ltd,101,64.7%,16.2,2.9,19.6%,2025-12-07 00:00:00
VanArsdel Ltd,101,69.3%,16.7,3.7,13.6%,2025-12-14 00:00:00
VanArsdel Ltd,102,73.1%,23.9,3.3,18.3%,2025-12-21 00:00:00
VanArsdel Ltd,103,66.1%,17.7,3.9,17.7%,2025-12-28 00:00:00
VanArsdel Ltd,104,78.0%,18.2,3.7,14.7%,2026-01-04 00:00:00
VanArsdel Ltd,105,67.6%,19.2,3.1,15.6%,2026-01-11 00:00:00
VanArsdel Ltd,106,59.5%,22.2,3.8,16.0%,2026-01-18 00:00:00
VanArsdel Ltd,107,75.1%,23.6,2.8,19.4%,2026-01-25 00:00:00
VanArsdel Ltd,108,67.7%,17.0,3.5,15.7%,2026-02-01 00:00:00
VanArsdel Ltd,109,74.9%,17.7,3.9,12.2%,2026-02-08 00:00:00
VanArsdel Ltd,110,66.2%,15.0,3.3,15.1%,2026-02-15 00:00:00
VanArsdel Ltd,111,63.2%,21.1,3.1,18.9%,2026-02-22 00:00:00
VanArsdel Ltd,112,77.5%,16.7,3.0,13.2%,2026-03-01 00:00:00
Relecloud Systems,126,28.5%,4.6,1.0,,2025-03-30 00:00:00
Relecloud Systems,127,24.2%,4.0,1.1,,2025-04-06 00:00:00
Relecloud Systems,129,33.6%,3.1,1.4,,2025-04-13 00:00:00
Relecloud Systems,130,20.8%,2.9,0.6,,2025-04-20 00:00:00
Relecloud Systems,132,29.5%,2.1,1.3,,2025-04-27 00:00:00
Relecloud Systems,134,22.5%,4.6,1.3,,2025-05-04 00:00:00
Relecloud Systems,135,33.8%,5.1,1.5,,2025-05-11 00:00:00
Relecloud Systems,137,24.0%,3.9,1.6,,2025-05-18 00:00:00
Relecloud Systems,139,34.2%,3.8,1.0,,2025-05-25 00:00:00
Relecloud Systems,140,31.2%,4.2,0.8,,2025-06-01 00:00:00
Relecloud Systems,142,23.5%,3.6,1.4,,2025-06-08 00:00:00
Relecloud Systems,143,19.9%,3.1,0.6,,2025-06-15 00:00:00
Relecloud Systems,145,31.4%,3.4,0.7,,2025-06-22 00:00:00
Relecloud Systems,147,18.0%,3.5,0.7,,2025-06-29 00:00:00
Relecloud Systems,148,30.6%,4.3,1.3,,2025-07-06 00:00:00
Relecloud Systems,150,28.1%,3.9,1.1,,2025-07-13 00:00:00
Relecloud Systems,152,54.5%,7.7,2.2,6.7%,2025-07-20 00:00:00
Relecloud Systems,153,51.2%,11.2,2.2,3.9%,2025-07-27 00:00:00
Relecloud Systems,155,45.1%,9.5,1.8,6.3%,2025-08-03 00:00:00
Relecloud Systems,156,39.4%,7.7,2.3,7.1%,2025-08-10 00:00:00
Relecloud Systems,158,56.0%,9.4,2.4,4.2%,2025-08-17 00:00:00
Relecloud Systems,160,54.9%,7.0,2.5,6.4%,2025-08-24 00:00:00
Relecloud Systems,161,46.9%,8.4,2.2,5.6%,2025-08-31 00:00:00
Relecloud Systems,163,50.9%,8.5,2.2,3.1%,2025-09-07 00:00:00
Relecloud Systems,165,40.5%,10.6,2.4,5.0%,2025-09-14 00:00:00
Relecloud Systems,166,41.7%,7.6,1.9,4.1%,2025-09-21 00:00:00
Relecloud Systems,168,39.7%,9.4,2.0,4.2%,2025-09-28 00:00:00
Relecloud Systems,169,46.7%,8.7,2.0,3.2%,2025-10-05 00:00:00
Relecloud Systems,171,53.8%,7.3,2.3,7.7%,2025-10-12 00:00:00
Relecloud Systems,173,35.8%,8.4,2.5,4.5%,2025-10-19 00:00:00
Relecloud Systems,174,54.7%,6.1,2.4,4.9%,2025-10-26 00:00:00
Relecloud Systems,176,37.4%,11.8,2.6,4.5%,2025-11-02 00:00:00
Relecloud Systems,178,43.9%,7.2,2.2,6.9%,2025-11-09 00:00:00
Relecloud Systems,179,54.5%,10.4,2.4,4.5%,2025-11-16 00:00:00
Relecloud Systems,181,48.5%,6.0,1.8,5.7%,2025-11-23 00:00:00
Relecloud Systems,182,35.1%,9.1,2.1,3.6%,2025-11-30 00:00:00
Relecloud Systems,184,63.5%,23.4,3.6,13.6%,2025-12-07 00:00:00
Relecloud Systems,186,59.8%,17.2,3.0,18.3%,2025-12-14 00:00:00
Relecloud Systems,187,73.8%,21.4,3.7,19.8%,2025-12-21 00:00:00
Relecloud Systems,189,72.7%,24.8,3.8,18.2%,2025-12-28 00:00:00
Relecloud Systems,191,75.5%,19.7,3.2,17.1%,2026-01-04 00:00:00
Relecloud Systems,192,72.6%,19.2,3.4,19.2%,2026-01-11 00:00:00
Relecloud Systems,194,70.3%,22.3,3.5,17.0%,2026-01-18 00:00:00
Relecloud Systems,195,77.2%,15.5,3.2,17.1%,2026-01-25 00:00:00
Relecloud Systems,197,78.3%,22.4,3.7,16.8%,2026-02-01 00:00:00
Relecloud Systems,199,73.9%,19.6,3.1,15.6%,2026-02-08 00:00:00
Relecloud Systems,200,63.8%,18.3,3.1,16.8%,2026-02-15 00:00:00
Relecloud Systems,202,63.8%,15.0,3.0,13.5%,2026-02-22 00:00:00
Relecloud Systems,204,74.0%,24.7,3.8,18.7%,2026-03-01 00:00:00
Southridge Video,104,24.4%,3.9,1.1,,2025-03-30 00:00:00
Southridge Video,105,31.8%,4.7,1.3,,2025-04-06 00:00:00
Southridge Video,106,29.1%,3.8,1.2,,2025-04-13 00:00:00
Southridge Video,107,28.7%,2.8,0.6,,2025-04-20 00:00:00
Southridge Video,108,30.1%,4.1,1.3,,2025-04-27 00:00:00
Southridge Video,109,25.6%,3.7,1.3,,2025-05-04 00:00:00
Southridge Video,110,32.7%,4.4,1.1,,2025-05-11 00:00:00
Southridge Video,111,26.7%,4.9,1.3,,2025-05-18 00:00:00
Southridge Video,112,31.2%,4.6,0.5,,2025-05-25 00:00:00
Southridge Video,113,32.3%,4.6,0.8,,2025-06-01 00:00:00
Southridge Video,114,35.0%,5.1,1.4,,2025-06-08 00:00:00
Southridge Video,115,20.8%,2.4,1.4,,2025-06-15 00:00:00
Southridge Video,116,25.6%,4.8,0.8,,2025-06-22 00:00:00
Southridge Video,117,25.8%,3.1,0.6,,2025-06-29 00:00:00
Southridge Video,118,23.4%,3.3,1.0,,2025-07-06 00:00:00
Southridge Video,119,20.1%,3.9,1.3,,2025-07-13 00:00:00
Southridge Video,120,45.5%,8.3,1.6,4.2%,2025-07-20 00:00:00
Southridge Video,121,44.9%,11.3,2.1,6.6%,2025-07-27 00:00:00
Southridge Video,122,46.2%,9.8,2.3,5.8%,2025-08-03 00:00:00
Southridge Video,123,42.2%,6.0,2.3,4.4%,2025-08-10 00:00:00
Southridge Video,124,57.1%,7.3,2.0,3.9%,2025-08-17 00:00:00
Southridge Video,125,41.1%,9.3,2.1,7.1%,2025-08-24 00:00:00
Southridge Video,126,47.1%,7.3,2.2,5.6%,2025-08-31 00:00:00
Southridge Video,127,38.8%,5.8,2.0,5.8%,2025-09-07 00:00:00
Southridge Video,128,61.3%,7.7,2.4,4.6%,2025-09-14 00:00:00
Southridge Video,129,37.8%,8.6,1.8,4.9%,2025-09-21 00:00:00
Southridge Video,130,53.7%,6.8,1.5,7.0%,2025-09-28 00:00:00
Southridge Video,131,57.0%,10.9,1.7,4.5%,2025-10-05 00:00:00
Southridge Video,132,62.2%,11.3,1.9,6.2%,2025-10-12 00:00:00
Southridge Video,133,44.9%,6.7,1.9,5.1%,2025-10-19 00:00:00
Southridge Video,134,41.7%,8.2,1.4,7.2%,2025-10-26 00:00:00
Southridge Video,135,42.3%,11.4,2.4,7.4%,2025-11-02 00:00:00
Southridge Video,136,39.0%,8.7,2.3,4.3%,2025-11-09 00:00:00
Southridge Video,137,40.0%,12.0,1.8,5.1%,2025-11-16 00:00:00
Southridge Video,138,57.7%,7.5,1.7,6.1%,2025-11-23 00:00:00
Southridge Video,139,50.9%,12.4,2.3,3.2%,2025-11-30 00:00:00
Southridge Video,140,66.9%,21.1,3.4,12.6%,2025-12-07 00:00:00
Southridge Video,141,79.7%,17.7,3.4,12.9%,2025-12-14 00:00:00
Southridge Video,142,62.1%,21.4,3.0,14.6%,2025-12-21 00:00:00
Southridge Video,143,70.3%,24.0,2.9,19.7%,2025-12-28 00:00:00
Southridge Video,144,76.6%,23.8,3.4,15.4%,2026-01-04 00:00:00
Southridge Video,145,76.5%,22.3,3.0,15.4%,2026-01-11 00:00:00
Southridge Video,146,78.2%,22.8,3.1,17.8%,2026-01-18 00:00:00
Southridge Video,147,72.2%,19.9,3.9,15.0%,2026-01-25 00:00:00
Southridge Video,148,76.3%,23.7,3.0,16.2%,2026-02-01 00:00:00
Southridge Video,149,78.3%,21.8,4.0,17.6%,2026-02-08 00:00:00
Southridge Video,150,80.6%,20.8,2.9,19.3%,2026-02-15 00:00:00
Southridge Video,151,78.1%,18.5,2.9,12.2%,2026-02-22 00:00:00
Southridge Video,153,71.8%,16.9,2.8,19.6%,2026-03-01 00:00:00
Wingtip Toys,228,29.2%,4.5,1.5,,2025-03-30 00:00:00
Wingtip Toys,230,24.5%,2.6,1.5,,2025-04-06 00:00:00
Wingtip Toys,232,29.1%,2.7,0.8,,2025-04-13 00:00:00
Wingtip Toys,234,25.3%,2.7,0.9,,2025-04-20 00:00:00
Wingtip Toys,236,32.5%,2.1,1.4,,2025-04-27 00:00:00
Wingtip Toys,238,25.7%,4.4,0.7,,2025-05-04 00:00:00
Wingtip Toys,241,25.3%,3.2,0.7,,2025-05-11 00:00:00
Wingtip Toys,243,35.9%,4.3,0.9,,2025-05-18 00:00:00
Wingtip Toys,245,22.1%,3.6,1.1,,2025-05-25 00:00:00
Wingtip Toys,247,29.3%,4.5,1.2,,2025-06-01 00:00:00
Wingtip Toys,249,21.2%,3.9,1.0,,2025-06-08 00:00:00
Wingtip Toys,252,30.8%,2.9,0.6,,2025-06-15 00:00:00
Wingtip Toys,254,32.6%,3.3,0.6,,2025-06-22 00:00:00
Wingtip Toys,256,32.3%,2.9,1.0,,2025-06-29 00:00:00
Wingtip Toys,258,25.3%,5.0,1.0,,2025-07-06 00:00:00
Wingtip Toys,260,22.4%,2.4,1.4,,2025-07-13 00:00:00
Wingtip Toys,263,37.0%,7.6,1.6,5.5%,2025-07-20 00:00:00
Wingtip Toys,265,38.1%,8.0,1.5,6.2%,2025-07-27 00:00:00
Wingtip Toys,267,48.6%,11.2,1.7,5.1%,2025-08-03 00:00:00
Wingtip Toys,269,54.1%,12.1,1.9,6.0%,2025-08-10 00:00:00
Wingtip Toys,271,36.9%,6.7,2.3,5.9%,2025-08-17 00:00:00
Wingtip Toys,273,48.2%,11.9,2.0,3.6%,2025-08-24 00:00:00
Wingtip Toys,276,44.7%,10.9,1.7,3.7%,2025-08-31 00:00:00
Wingtip Toys,278,50.9%,10.6,1.8,3.5%,2025-09-07 00:00:00
Wingtip Toys,280,40.8%,9.2,1.7,7.3%,2025-09-14 00:00:00
Wingtip Toys,282,49.9%,8.4,2.4,7.7%,2025-09-21 00:00:00
Wingtip Toys,284,54.0%,8.8,1.6,6.6%,2025-09-28 00:00:00
Wingtip Toys,287,46.1%,6.2,2.4,3.9%,2025-10-05 00:00:00
Wingtip Toys,289,44.1%,8.5,2.2,6.3%,2025-10-12 00:00:00
Wingtip Toys,291,49.5%,8.7,1.9,4.7%,2025-10-19 00:00:00
Wingtip Toys,293,41.4%,10.7,1.8,6.2%,2025-10-26 00:00:00
Wingtip Toys,295,42.0%,7.2,2.2,3.6%,2025-11-02 00:00:00
Wingtip Toys,298,58.5%,6.2,2.2,7.4%,2025-11-09 00:00:00
Wingtip Toys,300,51.7%,10.5,1.9,5.4%,2025-11-16 00:00:00
Wingtip Toys,302,45.1%,11.6,2.2,4.9%,2025-11-23 00:00:00
Wingtip Toys,304,51.6%,9.8,1.7,6.3%,2025-11-30 00:00:00
Wingtip Toys,306,71.7%,18.7,3.7,19.7%,2025-12-07 00:00:00
Wingtip Toys,308,64.0%,15.7,3.4,19.0%,2025-12-14 00:00:00
Wingtip Toys,311,75.7%,23.7,2.8,18.6%,2025-12-21 00:00:00
Wingtip Toys,313,64.7%,15.1,3.7,15.4%,2025-12-28 00:00:00
Wingtip Toys,315,80.0%,19.8,3.4,16.1%,2026-01-04 00:00:00
Wingtip Toys,317,68.9%,15.5,3.9,13.2%,2026-01-11 00:00:00
Wingtip Toys,319,72.0%,23.7,2.9,13.2%,2026-01-18 00:00:00
Wingtip Toys,322,74.5%,18.4,3.1,15.3%,2026-01-25 00:00:00
Wingtip Toys,324,65.0%,24.0,3.1,18.2%,2026-02-01 00:00:00
Wingtip Toys,326,70.0%,17.4,3.1,12.8%,2026-02-08 00:00:00
Wingtip Toys,328,64.6%,22.0,3.8,15.9%,2026-02-15 00:00:00
Wingtip Toys,330,60.6%,24.8,3.9,17.2%,2026-02-22 00:00:00
Wingtip Toys,333,78.2%,20.4,3.8,19.0%,2026-03-01 00:00:00
